Word,Definitions
Bindung,"Bindung f (genitive Bindung, plural Bindungen); bond, attachment; commitment, obligation; (chemistry) bond; (linguistics) liaison, resyllabification across the word boundary, sandhi"
decken,"decken (weak, third-person singular present deckt, past tense deckte, past participle gedeckt, auxiliary haben); to cover (a roof, with a blanket, etc.); (figurative) to cover (e.g. a demand, a loss; but not “to provide news coverage”); (figurative) to cover (a female animal); to lay or set (the table); (soccer) to mark; (reflexive) to be congruent, to coincide; (chess) to protect, to guard"
Business,"Business n (strong, genitive Business, no plural); business"
Ehegatte,"Ehegatte m (weak, genitive Ehegatten, plural Ehegatten); spouse"
Gläubiger,"Gläubiger m (strong, genitive Gläubigers, plural Gläubiger); creditor (a person to whom a debt is owed)"
differenzieren,"differenzieren (weak, third-person singular present differenziert, past tense differenzierte, past participle differenziert, auxiliary haben); to differentiate"
Halt,"Halt m (strong, genitive Haltes or Halts, plural Halte); hold; adhesion; foothold; grip; support; stop (e.g. of a train); halt; cessation"
Einschätzung,"Einschätzung f (genitive Einschätzung, plural Einschätzungen); assessment, estimation"
Bibel,"Bibel f (genitive Bibel, plural Bibeln); Bible, bible"
Entstehung,"Entstehung f (genitive Entstehung, plural Entstehungen); creation; origin; development; formation"
Gewissen,"Gewissen n (strong, genitive Gewissens, plural Gewissen); conscience (moral sense or faculty)"
entnehmen,"entnehmen (class 4 strong, third-person singular present entnimmt, past tense entnahm, past participle entnommen, past subjunctive entnähme, auxiliary haben); to take from; to extract, withdraw, unload, remove; to learn from"
Elektron,"Elektron n (mixed, genitive Elektrons, plural Elektronen); electron; electrum"
Flucht,"Flucht f (genitive Flucht, plural Fluchten); escape, flight (act of fleeing)"
Börse,"Börse f (genitive Börse, plural Börsen); stock market, stock exchange, bourse; (becoming rare: a shorthand for Geldbörse) wallet, purse"
dumm,"dumm (strong nominative masculine singular dummer, comparative dümmer, superlative am dümmsten); dumb, stupid"
einsteigen,"einsteigen (class 1 strong, third-person singular present steigt ein, past tense stieg ein, past participle eingestiegen, auxiliary sein); (intransitive, often with in (into) + accusative) to get in or on (a vehicle); (intransitive, figurative, business) to join (a company, team), to go into (a field of business)"
Marketing,"Marketing n (strong, genitive Marketings, no plural); marketing (promotion, distribution and selling of a product or service)"
Nebenwirkung,"Nebenwirkung f (genitive Nebenwirkung, plural Nebenwirkungen); side effect; (medicine) side effect, adverse effect"
murmeln,"murmeln (weak, third-person singular present murmelt, past tense murmelte, past participle gemurmelt, auxiliary haben); (intransitive or transitive) to mumble, to murmur, to mutter (a word, sentence, etc.)"
Kindergarten,"Kindergarten m (strong, genitive Kindergartens, plural Kindergärten); nursery school; kindergarten; day care center (institution where children below school age play and are looked after during the day)"
Infektion,"Infektion f (genitive Infektion, plural Infektionen); infection"
hinterlassen,"hinterlassen (class 7 strong, third-person singular present hinterlässt, past tense hinterließ, past participle hinterlassen, auxiliary haben); (transitive) to leave behind (after leaving a location); to bequeath"
Orchester,"Orchester n (strong, genitive Orchesters, plural Orchester); orchestra"
loben,"loben (weak, third-person singular present lobt, past tense lobte, past participle gelobt, auxiliary haben); to praise"
Mantel,"Mantel m (strong, genitive Mantels, plural Mäntel, diminutive Mäntelchen n); mantle, coat; coating in technical applications, baking etc., anything enclosing something tightly and bearing it"
Nationalsozialist,"Nationalsozialist m (weak, genitive Nationalsozialisten, plural Nationalsozialisten, feminine Nationalsozialistin); National Socialist (male or of unspecified gender)"
Kontinent,"Kontinent m (strong, genitive Kontinentes or Kontinents, plural Kontinente); continent"
Klima,"Klima n (strong, genitive Klimas, plural Klimata or Klimas or Klimate); climate"
Hemd,"Hemd n (mixed, genitive Hemdes or Hemds, plural Hemden, diminutive Hemdchen n or Hemdlein n); shirt, or in particular a dress shirt"
Mut,"Mut m (strong, genitive Mutes or Muts, no plural, diminutive Mütchen n or Mütlein n); courage; bravery; (now chiefly in compounds or with adjective) mood; emotional state"
indirekt,"indirekt (strong nominative masculine singular indirekter, not comparable); indirect; implied, implicit; vicarious"
intern,"intern (strong nominative masculine singular interner, not comparable); internal"
Paket,"Paket n (strong, genitive Paketes or Pakets, plural Pakete); packet, package, parcel (the term is almost exclusively used for packages sent by mail); (figurative, chiefly economics, politics) package, bundle (collective of different, often immaterial things); (networking) data packet"
registrieren,"registrieren (weak, third-person singular present registriert, past tense registrierte, past participle registriert, auxiliary haben); to register; to notice"
mehrmals,"mehrmals; several times, repeatedly"
quer,"quer (strong nominative masculine singular querer, not comparable); crosswise, cross"
lebendig,"lebendig (strong nominative masculine singular lebendiger, comparative lebendiger, superlative am lebendigsten); living, alive, animate; lively, vivacious, spirited, animated, vibrant, active, agile"
Kündigung,"Kündigung f (genitive Kündigung, plural Kündigungen); a declaration of will ending a continuing obligation, termination, dismissal, resignation, notice, quitting"
relevant,"relevant (strong nominative masculine singular relevanter, comparative relevanter, superlative am relevantesten); relevant"
rennen,"rennen (irregular weak, third-person singular present rennt, past tense rannte, past participle gerannt, past subjunctive rennte, auxiliary haben or sein); (intransitive) to run; to race; to sprint (said of competing sportsmen, animals etc.) [auxiliary sein]; (transitive) to run over (someone) [auxiliary haben]"
Oper,"Oper f (genitive Oper, plural Opern); opera (theatrical work, combining drama, music, song and sometimes dance); opera house, opera (theatre, or similar building, primarily used for staging opera)"
Vorgehen,"Vorgehen n (strong, genitive Vorgehens, no plural); gerund of vorgehen"
Übergang,"Übergang m (strong, genitive Überganges or Übergangs, plural Übergänge); crossing; transition"
Ressource,"Ressource f (genitive Ressource, plural Ressourcen); resource"
vorziehen,"vorziehen (class 2 strong, third-person singular present zieht vor, past tense zog vor, past participle vorgezogen, past subjunctive zöge vor, auxiliary haben or sein); to prefer, to favor; to advance, hasten (cause a scheduled event to happen earlier)"
womit,"womit; (interrogative) with what, what…with; (relative) with which; by which"
vermissen,"vermissen (weak, third-person singular present vermisst, past tense vermisste, past participle vermisst, auxiliary haben); (transitive) to miss (to feel the absence of someone or something); (transitive) to have something missing"
Scheibe,"Scheibe f (genitive Scheibe, plural Scheiben, diminutive Scheibchen n); flat piece or surface; (colloquial) record, song, album; (colloquial) puck"
Vorbild,"Vorbild n (strong, genitive Vorbildes or Vorbilds, plural Vorbilder); model; exemplar (praiseworthy example); role model"
subjektiv,"subjektiv (strong nominative masculine singular subjektiver, not comparable); subjective"
Stille,"Stille f (genitive Stille, no plural); stillness, silence"
These,"These f (genitive These, plural Thesen); thesis"
Transport,"Transport m (strong, genitive Transportes or Transports, plural Transporte); transport, transportation"
senden,"senden (weak or irregular weak, third-person singular present sendet, past tense sendete or sandte, past participle gesendet or gesandt, auxiliary haben); (transitive or intransitive) to broadcast; to transmit; (transitive, chiefly literary) to send"
verlängern,"verlängern (weak, third-person singular present verlängert, past tense verlängerte, past participle verlängert, auxiliary haben); to lengthen; to prolong, to extend"
Widerspruch,"Widerspruch m (strong, genitive Widerspruches or Widerspruchs, plural Widersprüche); objection, protest; contradiction"
übergehen,"übergehen (class 7 strong, third-person singular present übergeht, past tense überging, past participle übergangen, auxiliary sein); to skip; to ignore"
verschließen,"verschließen (class 2 strong, third-person singular present verschließt, past tense verschloss, past participle verschlossen, past subjunctive verschlösse, auxiliary haben); (transitive) to close; to shut; to lock; (transitive) to lock (something) up"
vollziehen,"vollziehen (class 2 strong, third-person singular present vollzieht, past tense vollzog, past participle vollzogen, past subjunctive vollzöge, auxiliary haben); (transitive, formal) to put into practice, to implement, accomplish, carry out; (transitive) to consummate (a marriage); (reflexive, formal) to proceed, happen (in some fashion)"
Revolution,"Revolution f (genitive Revolution, plural Revolutionen); revolution"
Richtlinie,"Richtlinie f (genitive Richtlinie, plural Richtlinien); directive; guideline; policy"
Stress,"Stress m (strong, genitive Stresses, plural Stresse); (usually uncountable) stress (emotional pressure); (usually uncountable, colloquial) dispute, quarrel, beef"
verurteilen,"verurteilen (weak, third-person singular present verurteilt, past tense verurteilte, past participle verurteilt, auxiliary haben); (law) to convict, condemn, sentence; to condemn, strongly denounce; to judge, pass a moral judgment"
