Word,Definitions
behindert,"behindert (strong nominative masculine singular behinderter, comparative behinderter, superlative am behindertsten); disabled; handicapped; (colloquial or slang, possibly offensive, but not extremely vulgar) retarded; bad; messed up"
Berührung,"Berührung f (genitive Berührung, plural Berührungen); touch, contact (an act of touching physically)"
besagen,"besagen (weak, third-person singular present besagt, past tense besagte, past participle besagt, auxiliary haben); to mean, to signify"
beichten,"beichten (weak, third-person singular present beichtet, past tense beichtete, past participle gebeichtet, auxiliary haben); (transitive, intransitive, Christianity) to confess (sins)"
Beileid,"Beileid n (strong, genitive Beileides or Beileids, no plural); condolence, sympathy (especially over death)"
beschämen,"beschämen (weak, third-person singular present beschämt, past tense beschämte, past participle beschämt, auxiliary haben); to embarrass; to humiliate; to shame"
beschatten,"beschatten (weak, third-person singular present beschattet, past tense beschattete, past participle beschattet, auxiliary haben); (chiefly solemn or poetic) to shadow, beshade (give shade, cast a shadow over); (figurative) to shadow (secretly follow and observe)"
beitreten,"beitreten (class 5 strong, third-person singular present tritt bei, past tense trat bei, past participle beigetreten, past subjunctive träte bei, auxiliary sein); (intransitive, with dative) to join (to become a member of)"
Bescheidenheit,"Bescheidenheit f (genitive Bescheidenheit, no plural); modesty"
Bekanntschaft,"Bekanntschaft f (genitive Bekanntschaft, plural Bekanntschaften); acquaintance"
beschießen,"beschießen (class 2 strong, third-person singular present beschießt, past tense beschoss, past participle beschossen, past subjunctive beschösse, auxiliary haben); to shoot at, to bombard"
bekennen,"bekennen (irregular weak, third-person singular present bekennt, past tense bekannte, past participle bekannt, past subjunctive bekennte, auxiliary haben); (transitive) to confess, to admit; (transitive) to bear witness, to avow; (reflexive, often with zu (to/with/on)) to pledge oneself (to), to commit (to), to declare one's affiliation (with), to take a stand (on); (reflexive, law) to plead"
bekloppt,"bekloppt (strong nominative masculine singular bekloppter, comparative bekloppter, superlative am beklopptesten); (informal) nutty, nuts, crazy"
beladen,"beladen (class 6 strong, third-person singular present belädt, past tense belud, past participle beladen, past subjunctive belüde, auxiliary haben); to load"
belassen,"belassen (class 7 strong, third-person singular present belässt, past tense beließ, past participle belassen, auxiliary haben); to leave something as it is"
beschränken,"beschränken (weak, third-person singular present beschränkt, past tense beschränkte, past participle beschränkt, auxiliary haben); (transitive, with auf + accusative) to limit; to restrict; (reflexive, with auf + accusative) to limit oneself (to)"
beschuldigen,"beschuldigen (weak, third-person singular present beschuldigt, past tense beschuldigte, past participle beschuldigt, auxiliary haben); (ditransitive, accusative + genitive) to accuse, to blame"
belegt,"belegt (strong nominative masculine singular belegter, not comparable); documented; proven; attested; occupied, taken; plated, coated"
Beschützer,"Beschützer m (strong, genitive Beschützers, plural Beschützer, feminine Beschützerin); protector (male or of unspecified gender)"
Beleidigung,"Beleidigung f (genitive Beleidigung, plural Beleidigungen); insult (action or speech deliberately intended to be rude)"
Beleuchtung,"Beleuchtung f (genitive Beleuchtung, plural Beleuchtungen); lighting, illumination"
beschweren,"beschweren (weak, third-person singular present beschwert, past tense beschwerte, past participle beschwert, auxiliary haben); (transitive) to weight, to weight down; (reflexive) to complain"
belohnen,"belohnen (weak, third-person singular present belohnt, past tense belohnte, past participle belohnt, auxiliary haben); to reward"
Besorgnis,"Besorgnis f (genitive Besorgnis, plural Besorgnisse); worry, concern, anxiety"
bessern,"bessern (weak, third-person singular present bessert, past tense besserte, past participle gebessert, auxiliary haben); to improve, to better"
Besserung,"Besserung f (genitive Besserung, no plural); (medicine) amelioration; improvement"
Bestätigung,"Bestätigung f (genitive Bestätigung, plural Bestätigungen); acknowledgment, affirmation, confirmation"
beneiden,"beneiden (weak, third-person singular present beneidet, past tense beneidete, past participle beneidet, auxiliary haben); to envy; to begrudge someone something"
bestechen,"bestechen (class 4 strong, third-person singular present besticht, past tense bestach, past participle bestochen, past subjunctive bestäche, auxiliary haben); to bribe; to win over; to captivate, to impress"
benennen,"benennen (irregular weak, third-person singular present benennt, past tense benannte, past participle benannt, past subjunctive benennte, auxiliary haben); (transitive) to name, give a name to; (transitive, + nach) to name after, name for; (transitive, + mit) to call by a name; (transitive) to designate, denominate, nominate; (transitive) to address, identify (a problem etc.)"
Bengel,"Bengel m (strong, genitive Bengels, plural Bengel); (archaic) a club wielded as a weapon; a young rascal; (derogatory or endearing) a knave, a boy"
benommen,"benommen (strong nominative masculine singular benommener, comparative benommener, superlative am benommensten); dazed; numb"
Bestrafung,"Bestrafung f (genitive Bestrafung, plural Bestrafungen); punishment"
betäuben,"betäuben (weak, third-person singular present betäubt, past tense betäubte, past participle betäubt, auxiliary haben); to numb, to daze, to stupefy, to stun"
berauben,"berauben (weak, third-person singular present beraubt, past tense beraubte, past participle beraubt, auxiliary haben); (ditransitive, accusative + genitive) to rob; to steal from; (ditransitive, accusative + genitive, also figurative) to deprive"
betrinken,"betrinken (class 3 strong, third-person singular present betrinkt, past tense betrank, past participle betrunken, past subjunctive betränke, auxiliary haben); (reflexive) to get drunk (to intoxicate oneself with alcohol); to bedrink oneself."
betrübt,"betrübt (strong nominative masculine singular betrübter, comparative betrübter, superlative am betrübtesten); saddened"
betrügen,"betrügen (class 2 strong, third-person singular present betrügt, past tense betrog, past participle betrogen, past subjunctive betröge, auxiliary haben); (transitive) to deceive (usually deliberately); (transitive or intransitive, also law) to defraud; to perform an act of fraud against; to swindle; (transitive or intransitive, marriage, etc.) to betray (sexually or romantically); to cheat on; (intransitive, games) to cheat"
bereden,"bereden (weak, third-person singular present beredet, past tense beredete, past participle beredet, auxiliary haben); (transitive) to discuss, to talk over; (dated or regional) to persuade"
betteln,"betteln (weak, third-person singular present bettelt, past tense bettelte, past participle gebettelt, auxiliary haben); to beg (alms), to panhandle"
bereithalten,"bereithalten (class 7 strong, third-person singular present hält bereit, past tense hielt bereit, past participle bereitgehalten, auxiliary haben); to keep on hand, to have ready"
Beule,"Beule f (genitive Beule, plural Beulen); any large, roundish swelling on the body, e.g. a bump on the forehead or a bubo; bump, dent (deformation on a surface, be it outward or inward)"
bergab,bergab; downhill
beunruhigen,"beunruhigen (weak, third-person singular present beunruhigt, past tense beunruhigte, past participle beunruhigt, auxiliary haben); (transitive) to worry, to trouble, to alarm"
Beute,"Beute f (genitive Beute, plural Beuten); booty; spoils; haul (something robbed); prey; quarry (that which is hunted by animals or people)"
Beutel,"Beutel m (strong, genitive Beutels, plural Beutel, diminutive Beutelchen n); a small to medium-sized bag, usually of fabric; pouch (bag with a drawstring); pouch (body part of a marsupial)"
Brocken,"Brocken m (strong, genitive Brockens, plural Brocken, diminutive Bröckchen n or Bröcklein n); piece (part of a larger whole)"
Brötchen,"Brötchen n (strong, genitive Brötchens, plural Brötchen); a bun, bread roll; (Austria) a small open sandwich"
bewaffnet,"bewaffnet (strong nominative masculine singular bewaffneter, comparative bewaffneter, superlative am bewaffnetsten); armed; (colloquial) equipped"
Bruch,"Bruch m (strong, genitive Bruches or Bruchs, plural Brüche); break, breaking, breach, fracture, rupture; (mathematics) fraction; (medicine) fracture (of a bone); (medicine) hernia; (slang) Short for Einbruch (“break-in”)."
Bewährung,"Bewährung f (genitive Bewährung, plural Bewährungen); parole"
Brücke,"Brücke f (genitive Brücke, plural Brücken, diminutive Brückchen n); bridge; (software, design) The bridge pattern; pons (in the brain, ""bridging"" the brain stem with the rest of the brain)"
brüllen,"brüllen (weak, third-person singular present brüllt, past tense brüllte, past participle gebrüllt, auxiliary haben); (transitive and intransitive) to shout, roar"
Bücherei,"Bücherei f (genitive Bücherei, plural Büchereien); library"
Buchhaltung,"Buchhaltung f (genitive Buchhaltung, plural Buchhaltungen); accounting, bookkeeping"
Beweisstück,"Beweisstück n (strong, genitive Beweisstückes or Beweisstücks, plural Beweisstücke); piece of evidence"
Budget,"Budget n (strong, genitive Budgets, plural Budgets); budget"
Bewunderung,"Bewunderung f (genitive Bewunderung, plural Bewunderungen); admiration"
Büffel,"Büffel m (strong, genitive Büffels, plural Büffel); buffalo; coarse cloth; lout, clod; an armored recovery vehicle Bergepanzer 3"
Bezahlung,"Bezahlung f (genitive Bezahlung, plural Bezahlungen); payment"
Bug,"Bug m (strong, genitive Buges or Bugs, plural Buge or Büge); (nautical, aviation) bow, prow (of a ship), nose (of an aircraft); shoulder joint (of an animal); joist, joint (in woodwork)"
bezaubernd,"bezaubernd (strong nominative masculine singular bezaubernder, comparative bezaubernder, superlative am bezauberndsten); adorable, enchanting, glamorous"
bündeln,"bündeln (weak, third-person singular present bündelt, past tense bündelte, past participle gebündelt, auxiliary haben); to bundle"
